0.001724,0.003285,0.001016,0.000043
0.001377,0.002554,0.000613,0.000043
0.001956,0.007327,0.000597,0.000043
0.001505,0.001959,0.000795,0.000045
0.002354,0.003097,0.00071,0.000042
0.001291,0.034372,0.000705,0.000043
0.000946,0.000242,0.000695,0.000044
0.000729,0.035353,0.000978,0.000043
0.001742,0.475771,0.000908,0.000043
0.00224,0.00423,0.000795,0.000044
0.001637,0.004903,0.000869,0.000043
0.001724,0.478122,0.000897,0.000043
0.001247,0.001067,0.000861,0.000045
0.001206,0.009789,0.001086,0.000044
0.001522,0.041009,0.000751,0.000044
0.001808,0.000648,0.000736,0.000044
0.001098,0.024703,0.000816,0.000043
0.002158,0.053416,0.000802,0.000043
0.001148,0.001664,0.000809,0.000046
0.001509,0.128895,0.000749,0.000044
0.000858,0.023987,0.000709,0.000042
0.001468,0.016167,0.000873,0.000044
0.001646,0.001062,0.000603,0.000044
0.001112,0.009798,0.000613,0.000043
0.000964,0.000245,0.00069,0.000044
0.000952,0.011129,0.000822,0.000043
0.001105,0.009797,0.000602,0.000043
0.001183,0.001854,0.000788,0.000044
0.000961,0.01121,0.000815,0.000047
0.001521,0.041402,0.00076,0.000042
0.000987,0.00261,0.000802,0.000044
0.001402,0.005033,0.000741,0.000043
0.00141,0.045035,0.000705,0.000044
0.00129,0.000336,0.000664,0.000044
0.000909,0.003918,0.000686,0.000043
0.001419,0.04513,0.000695,0.000044
0.001124,0.001481,0.000751,0.000044
0.001978,0.023456,0.000792,0.000044
0.001072,0.008084,0.000597,0.000044
0.001824,0.00065,0.000678,0.000044
0.001409,0.00348,0.000598,0.000043
0.001341,0.023136,0.000605,0.000044
0.001004,0.00734,0.000898,0.000045
0.001385,0.001005,0.000622,0.000043
0.001413,0.024232,0.000728,0.000042
0.001199,0.02803,0.00079,0.000045
0.001289,0.020972,0.000747,0.000044
0.001052,0.025674,0.000972,0.000043
0.000869,0.021595,0.00086,0.000045
0.000956,0.252876,0.000941,0.000044
0.000854,0.02447,0.000699,0.000043
0.000815,0.00264,0.000731,0.000043
0.001501,0.003234,0.000623,0.000043
0.001498,0.058982,0.000735,0.000043
0.001868,0.001189,0.000788,0.000044
0.001105,0.002059,0.000617,0.000043
0.001467,0.030415,0.000906,0.000043
0.00195,0.000232,0.000667,0.000044
0.001941,0.002735,0.000631,0.000044
0.000794,0.165229,0.001067,0.000042
0.001139,0.001306,0.000623,0.000044
0.00125,0.009759,0.001087,0.000043
0.00189,0.019209,0.00082,0.000043
0.001551,0.035231,0.000927,0.000046
0.002279,0.038804,0.001138,0.000043
0.00107,0.008007,0.000607,0.000044
0.0015,0.004475,0.000759,0.000045
0.001134,0.032325,0.000805,0.000043
0.000909,0.009423,0.00061,0.000043
0.001721,0.003284,0.001002,0.000044
0.001352,0.001229,0.00061,0.000044
0.001169,0.029021,0.000817,0.000042
0.001752,0.001597,0.000626,0.000045
0.001441,0.00197,0.000593,0.000043
0.002638,0.127192,0.000716,0.000045
0.000766,0.009764,0.00096,0.000044
0.001481,0.006773,0.000623,0.000044
0.000951,0.101925,0.000724,0.000043
0.002684,0.004205,0.000796,0.000044
0.001841,0.008308,0.000728,0.000043
0.000707,3.670108,0.000818,0.000044
0.002257,0.000395,0.000623,0.000044
0.001831,0.001707,0.000603,0.000043
0.001388,0.171256,0.000743,0.000045
0.001542,0.001979,0.000805,0.000045
0.001987,0.003283,0.000631,0.000043
0.000813,0.165493,0.001071,0.000044
0.001695,0.001589,0.000793,0.000044
0.001509,0.00196,0.000601,0.000042
0.001755,0.009358,0.000603,0.000044
0.001004,0.007301,0.000888,0.000044
0.000934,0.004008,0.000699,0.000044
0.001023,0.091441,0.000768,0.000044
0.001092,0.006838,0.000879,0.000045
0.001616,0.00897,0.00079,0.000044
0.000807,0.007623,0.000617,0.000044
0.001678,0.001414,0.000642,0.000044
0.002175,0.023232,0.000796,0.000045
0.000898,0.009427,0.0006,0.000043
0.001646,0.001706,0.000787,0.000045
0.001154,0.014656,0.000836,0.000043
0.001179,0.238432,0.000742,0.000043
0.001028,0.000997,0.000766,0.000044
0.001431,0.063238,0.000746,0.000043
0.001934,0.007538,0.000594,0.000043
0.001587,0.006186,0.000878,0.000044
0.00206,0.031841,0.000892,0.000043
0.001011,0.078198,0.000723,0.000043
0.001243,0.000242,0.000648,0.000044
0.002089,0.218104,0.000829,0.000044
0.001929,0.164369,0.00099,0.000045
0.001441,0.00045,0.000641,0.000044
0.000834,0.095504,0.00106,0.000043
0.001119,0.016062,0.000714,0.000044
0.001005,0.007315,0.000891,0.000048
0.000999,0.312873,0.000852,0.000044
0.001246,0.192804,0.000803,0.000044
0.000979,0.000269,0.000612,0.000044
0.000956,0.250674,0.00095,0.000043
0.000728,0.068772,0.000978,0.000044
0.001712,0.016176,0.000841,0.000045
0.001336,0.032143,0.000763,0.000043
0.00138,0.097842,0.000924,0.000045
0.001775,0.000428,0.00063,0.000044
0.000814,0.048235,0.000746,0.000044
0.001304,0.034469,0.000712,0.000044
0.001711,0.029057,0.000865,0.000045
0.000926,0.004062,0.000696,0.000042
0.001576,0.052835,0.000842,0.000043
0.001707,0.000218,0.000682,0.000044
0.001294,0.007707,0.000743,0.000043
0.001041,0.119601,0.000747,0.000044
0.002235,0.004199,0.00075,0.000044
0.00232,0.043581,0.000824,0.000044
0.001362,0.095434,0.000723,0.000044
0.001193,0.000272,0.000686,0.000044
0.000771,0.116194,0.000927,0.000043
0.000861,0.267345,0.000812,0.000044
0.001209,0.000248,0.000669,0.000045
0.001565,0.228013,0.000737,0.000043
0.002014,0.019924,0.000699,0.000043
0.000831,0.005479,0.000805,0.000044
0.000781,0.008435,0.000901,0.000044
